capture_date,competitor,product_name,product_type,bottle_count,total_price,price_per_bottle,purchase_type,subscription_frequency,prepaid_terms,variant_options,currency,availability,source_url,notes
2026-07-20T22:15:49.464Z,Soda Pop Online,Stewart's Cream Soda 12oz,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/stewarts-cream-soda-12oz,
2026-07-20T22:15:51.785Z,Soda Pop Online,Ed & Pete's Lemonade,12-pack,12,4.99,0.42,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/ed-petes-lemonade,
2026-07-20T22:15:54.069Z,Soda Pop Online,Moxie Original Elixir Soda 12-Pack,12-pack,12,22.99,1.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/moxie-original-elixir-soda-12-pack,
2026-07-20T22:15:56.354Z,Soda Pop Online,Saranac Black Cherry Cream 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/saranac-black-cherry-cream-12oz,
2026-07-20T22:15:58.654Z,Soda Pop Online,Fitz's Key Lime Soda 12-Pack,12-pack,12,47.99,4,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fitzs-key-lime-soda-12-pack,
2026-07-20T22:16:01.048Z,Soda Pop Online,Earp's Sarsaparilla 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/earps-sarsaparilla-12oz,
2026-07-20T22:16:03.398Z,Soda Pop Online,Death Valley Sarsaparilla Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/death-valley-sarsaparilla-soda-6-pack,
2026-07-20T22:16:05.704Z,Soda Pop Online,Fever Tree Pink Grapefruit,6-pack,6,4.49,0.75,one-time,,,200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/fever-tree-pink-grapefruit,
2026-07-20T22:16:08.030Z,Soda Pop Online,Lester's Fixins Peanut Butter & Jelly Soda 12-Pack,12-pack,12,44.99,3.75,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/lesters-fixins-peanut-butter-and-jelly-soda-12-pack,
2026-07-20T22:16:10.371Z,Soda Pop Online,Coconut Cream Lime Soda 12-Pack,12-pack,12,44.99,3.75,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/coconut-cream-lime-soda-12-pack,
2026-07-20T22:16:12.709Z,Soda Pop Online,Rocket Fizz Marshmallow Soda,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/rocket-fizz-marshmallow-soda,
2026-07-20T22:16:15.025Z,Soda Pop Online,Filbert's Lime Soda 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/filberts-lime-soda-12oz,
2026-07-20T22:16:17.333Z,Soda Pop Online,Bawls Guarana Cherry Soda 12-Pack,12-pack,12,36.99,3.08,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bawls-guarana-cherry-soda-12-pack,
2026-07-20T22:16:19.656Z,Soda Pop Online,Jackson Hole Cherokee Cherry Vanilla Soda 12-Pack,12-pack,12,36.99,3.08,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jackson-hole-cherokee-cherry-vanilla-soda-12-pack,
2026-07-20T22:16:21.971Z,Soda Pop Online,Fest Almond Cola 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fest-almond-cola,
2026-07-20T22:16:24.298Z,Soda Pop Online,Crush Grape Soda 6-Pack Bottles,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/crush-grape-soda-6-pack-bottles,
2026-07-20T22:16:26.682Z,Soda Pop Online,Abita King Cake 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/abita-king-cake-soda,
2026-07-20T22:16:29.102Z,Soda Pop Online,River City Blueberry Lemonade 12oz,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/river-city-blueberry-lemonade,
2026-07-20T22:16:31.399Z,Soda Pop Online,Batch Snozzberry Soda 18-Pack Glass Bottles,18-pack,18,59.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/batch-snozzberry-soda-18-pack,
2026-07-20T22:16:33.821Z,Soda Pop Online,Batch Shirley Temple 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/batch-shirley-temple,
2026-07-20T22:16:36.170Z,Soda Pop Online,bang Delish Strawberry Kiss 16oz,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bang-delish-strawberry-kiss,
2026-07-20T22:16:38.457Z,Soda Pop Online,Buderim Ginger Brew Hot,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/buderim-ginger-brew-hot,
2026-07-20T22:16:40.791Z,Soda Pop Online,Blenheim Ginger Ale,6-pack,6,4.99,0.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/blenheim-ginger-ale,
2026-07-20T22:16:43.110Z,Soda Pop Online,Melba's Fixins Key Lime Pie Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/melbas-fixins-key-lime-pie-soda-12-pack,
2026-07-20T22:16:45.442Z,Soda Pop Online,Subscription Nostalgic Soda,subscription,12,44.99,3.75,subscription and one-time,monthly,6 months; 12 months,6 Nostalgic Soda; 12 Nostalgic Soda; 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/subscription-nostalgic-soda,
2026-07-20T22:16:47.841Z,Soda Pop Online,Subscription Bizarre Soda Sampler,subscription,12,44.99,3.75,subscription and one-time,monthly,6 months; 12 months,6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/subscription-odd-soda-sampler-6-pack,
2026-07-20T22:16:50.225Z,Soda Pop Online,Subscription Ginger,subscription,6,44.99,7.5,subscription and one-time,monthly,6 months; 12 months,6 Ginger Variety Pack; 12 Ginger Variety Pack; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/subscription-ginger,
2026-07-20T22:16:52.552Z,Soda Pop Online,Subscription Cream Soda,subscription,12,44.99,3.75,subscription and one-time,monthly,6 months; 12 months,6 Cream Sodas; 12 Cream Sodas; 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/subscription-cream-soda-6-pack,
2026-07-20T22:16:54.966Z,Soda Pop Online,Subscription Root Beer,subscription,3,44.99,15,subscription and one-time,monthly,6 months; 12 months,6 Root Beer Pack; 12 Root Beer Pack; 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/subscription-root-beer,
2026-07-20T22:16:57.306Z,Soda Pop Online,Subscription Avery's Totally Gross Soda,subscription,6,44.99,7.5,subscription and one-time,monthly,6 months; 12 months,6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/subscription-averys-totally-gross-sodas,
2026-07-20T22:16:59.618Z,Soda Pop Online,Astro Pop Candy 24-Pack,24-pack,24,89.99,3.75,one-time,,,24 Count Box Astro Pop; 1 Single Astro Pop; 24 Count Box Astro Pop; 1 Single Astro Pop,USD,,https://www.sodapoponline.com/collections/all/products/astro-pop-candy,
2026-07-20T22:17:02.064Z,Soda Pop Online,Black Jack Chewing Gum,24-pack,24,16.99,0.71,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/black-jack-chewing-gum,
2026-07-20T22:17:04.470Z,Soda Pop Online,Avery’s Soda Fungal Fruit 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-fungal-fruit-soda-6-pack,
2026-07-20T22:17:06.892Z,Soda Pop Online,Bruce Cost Passion Fruit Turmeric Ginger Ale 6-Pack,6-pack,6,28.99,4.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bruce-cost-passion-fruit-turmeric-ginger-ale-6-pack,
2026-07-20T22:17:09.267Z,Soda Pop Online,Avery's Alien Snot Kiwi Blue Raspberry Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-alien-snot-kiwi-blue-raspberry-6-pack,
2026-07-20T22:17:11.804Z,Soda Pop Online,Gross Gus's Bloody Nose Wild Cherry Soda 12-Pack,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/gross-guss-bloody-nose-wild-cherry-soda-12-pack,
2026-07-20T22:17:14.196Z,Soda Pop Online,Melba's Fixins Carrot Cake Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/melbas-fixins-carrot-cake-soda-12-pack,
2026-07-20T22:17:16.504Z,Soda Pop Online,Melba's Fixins Birthday Cake Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/melbas-fixins-birthday-cake-soda-12-pack,
2026-07-20T22:17:18.809Z,Soda Pop Online,Lester's Fixins Pickle Soda,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/pickle-soda,
2026-07-20T22:17:21.158Z,Soda Pop Online,Grass Soda 6-Pack Bottles,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/grass-soda-6-pack,
2026-07-20T22:17:23.510Z,Soda Pop Online,Filbert's Banana Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/filberts-banana-soda-12-pack,
2026-07-20T22:17:25.803Z,Soda Pop Online,Avery's Unicorn Yack Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-unicorn-yack-raspberry-orange-cream-soda-6-pack,
2026-07-20T22:17:28.263Z,Soda Pop Online,Avery's Dog Drool Orange Lemon Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-dog-drool-orange-lemon-soda-6-pack,
2026-07-20T22:17:30.676Z,Soda Pop Online,Route 66 Lime Soda 6-Pack,6-pack,6,29.99,5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/route-66-lime-soda-6-pack,
2026-07-20T22:17:33.025Z,Soda Pop Online,Dang! Root Beer Soda 12-Pack,12-pack,12,39.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dang-root-beer-soda-12-pack,
2026-07-20T22:17:35.396Z,Soda Pop Online,Boylan Shirley Temple 12-Pack,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/boylan-shirley-temple-12-pack,
2026-07-20T22:17:37.670Z,Soda Pop Online,Jones Soda Warheads Black Cherry 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jones-soda-warheads-black-cherry-12oz,
2026-07-20T22:17:40.006Z,Soda Pop Online,Fentimans Cherry Cola Soda 12-Pack,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fentimans-cherry-cola-soda,
2026-07-20T22:17:42.498Z,Soda Pop Online,Stewart's Root Beer diet 12oz,6-pack,6,2.99,0.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/stewarts-root-beer-diet-12oz,
2026-07-20T22:17:44.911Z,Soda Pop Online,JO LIFE Drinking Glass,6-pack,6,,,one-time,,,BlackLetter; WhiteLetter; BlackLetter; WhiteLetter,USD,,https://www.sodapoponline.com/collections/all/products/jo-life-1pc-transparent-black-white-good-morning-400ml-coffee-mug-rectangle-drinking-glasses-milk-juice-glass-cup,
2026-07-20T22:17:47.228Z,Soda Pop Online,Nesbitt's Orange Soda 12oz,3-pack,3,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/nesbitts-orange-soda,
2026-07-20T22:17:49.600Z,Soda Pop Online,Nehi Orange Soda 6-Pack Glass Bottles,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/nehi-orange-soda-6-pack,
2026-07-20T22:17:51.972Z,Soda Pop Online,Nehi Grape Soda 6-Pack Glass Bottles,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/nehi-grape-soda-6-pack,
2026-07-20T22:17:54.288Z,Soda Pop Online,Batch Root Beer Soda 6-Pack Glass Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/batch-root-beer-soda-6-pack,
2026-07-20T22:17:56.697Z,Soda Pop Online,Triple XXX Root Beer 4-Pack Glass Bottles,4-pack,4,19.99,5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/triple-xxx-root-beer-4-pack-glass-bottles,
2026-07-20T22:17:59.047Z,Soda Pop Online,Sparky's Root Beer Soda 3-Pack Glass Bottles,3-pack,3,12.99,4.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/sparkys-root-beer-soda-3-pack,
2026-07-20T22:18:01.564Z,Soda Pop Online,Avery's Bug Barf Kiwi Pineapple Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-bug-barf-kiwi-pineapple-soda-6-pack,
2026-07-20T22:18:03.904Z,Soda Pop Online,Avery's Swamp Juice Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-swamp-juice-soda-6-pack,
2026-07-20T22:18:06.216Z,Soda Pop Online,Avery's Worm Ooze Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-worm-ooze-kiwi-orange-soda-6-pack,
2026-07-20T22:18:08.550Z,Soda Pop Online,Avery's Toxic Slime Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-toxic-slime-blue-raspberry-orange-soda-6-pack,
2026-07-20T22:18:10.918Z,Soda Pop Online,Fentimans Victorian Lemonade Soda 12-Pack,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fentimans-victorian-lemonade-soda-12-pack,
2026-07-20T22:18:13.258Z,Soda Pop Online,Ale-8-One Ginger Citrus Soda 6-Pack Glass Bottles,6-pack,6,15.99,2.67,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/ale-8-one-ginger-citrus-soda-6-pack,
2026-07-20T22:18:15.603Z,Soda Pop Online,Saranac Orange Cream 12oz,subscription,12,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/saranac-orange-cream-12oz,
2026-07-20T22:18:17.957Z,Soda Pop Online,Jones Soda Watermelon,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jones-soda-watermelon,Bottle count could not be determined automatically.
2026-07-20T22:18:20.267Z,Soda Pop Online,Big League Chew Watermelon,quantity unknown,,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/big-league-chew-watermelon,Bottle count could not be determined automatically.
2026-07-20T22:18:22.534Z,Soda Pop Online,Big League Chew Grape,24-pack,24,2.49,0.1,one-time,,,Energy Extra Grape Single; Energy Extra Grape 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/big-league-chew-grape,
2026-07-20T22:18:24.948Z,Soda Pop Online,Heart Love Shaped Double Wall Glass,12-pack,12,13.99,1.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/heart-love-shaped-double-wall-glass,
2026-07-20T22:18:27.298Z,Soda Pop Online,Double Layer Stainless Steel Tea Filter,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/double-layer-stainless-steel-tea-filter,
2026-07-20T22:18:29.686Z,Soda Pop Online,1pc Strawberry Tea Infuser,12-pack,12,,,one-time,,,orange; blue; red; yellow; Strawberry Yellow; Strawberry Pink; green; Strawberry Red; pink; China; orange / China; blue / China; red / China; yellow / China; Strawberry Yellow / China; Strawberry Pink / China; green / China; Strawberry Red / China; pink / China,USD,,https://www.sodapoponline.com/collections/all/products/1pc-strawberry-tea-infuser,
2026-07-20T22:18:32.065Z,Soda Pop Online,Tea Infuser Stainless Steel Sphere Mesh,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/tea-infuser-stainless-steel-sphere-mesh,
2026-07-20T22:18:34.440Z,Soda Pop Online,Cock 'N Bull Apple Ginger Beer,4-pack,4,,,one-time,,,4-Pack Bottle(s); 12oz Bottle; 4-Pack Bottle(s); 12oz Bottle; 200ml 4 Pack; 500ml,USD,,https://www.sodapoponline.com/collections/all/products/cock-n-bull-apple-ginger-beer,
2026-07-20T22:18:36.754Z,Soda Pop Online,Faygo Original Grape Soda,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/faygo-original-grape-soda,
2026-07-20T22:18:39.069Z,Soda Pop Online,Faygo Root Beer Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/faygo-root-beer-soda-6-pack,
2026-07-20T22:18:41.539Z,Soda Pop Online,Faygo Vanilla Creme Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/faygo-vanilla-creme-soda-6-pack,
2026-07-20T22:18:43.860Z,Soda Pop Online,Faygo Rock & Rye Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/faygo-rock-and-rye-soda-6-pack,
2026-07-20T22:18:46.263Z,Soda Pop Online,Faygo Orange Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/faygo-orange-soda-6-pack,
2026-07-20T22:18:48.624Z,Soda Pop Online,Ting Grapefruit Soda,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/ting-grapefruit-soda,
2026-07-20T22:18:50.938Z,Soda Pop Online,Fanta Pineapple Mexican Refresco Soda 6-Pack Glass Bottles,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fanta-pineapple-mexican-refresco-soda-6-pack,
2026-07-20T22:18:53.350Z,Soda Pop Online,Fanta Grape Mexican Refresco 355ml,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fanta-grape-mexican-refresco-355ml,
2026-07-20T22:18:55.692Z,Soda Pop Online,Taste Nirvana Real Coconut Water,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/taste-nirvana-real-coconut-water,
2026-07-20T22:18:57.949Z,Soda Pop Online,Taste Nirvana Pulp Coconut Water,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/taste-nirvana-pulp-coconut-water,
2026-07-20T22:19:00.338Z,Soda Pop Online,C2O Coconut Water Espresso,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/c2o-coconut-water-espresso,
2026-07-20T22:19:02.855Z,Soda Pop Online,C2O Ginger Lime Turmeric Coconut Water,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/c2o-ginger-lime-turmeric-coconut-water,
2026-07-20T22:19:05.356Z,Soda Pop Online,C2O Original Pure Coconut Water,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/c2o-original-coconut-water,
2026-07-20T22:19:07.809Z,Soda Pop Online,Cock 'N Bull Bitter Lemon,3-pack,3,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/cock-n-bull-bitter-lemon,
2026-07-20T22:19:10.263Z,Soda Pop Online,Squamscot Maple Cream Soda,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/squamscot-maple-cream-soda,
2026-07-20T22:19:12.776Z,Soda Pop Online,Avery's Kitty Piddle Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-kitty-piddle-soda-6-pack,
2026-07-20T22:19:15.312Z,Soda Pop Online,Fentimans Rose Lemonade Soda 12-Pack,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fentimans-rose-lemonade-12-pack,
2026-07-20T22:19:17.911Z,Soda Pop Online,Avery's Monster Mucus Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-monster-mucus-strawberry-blue-raspberry-soda-6-pack,
2026-07-20T22:19:20.405Z,Soda Pop Online,Starbucks Caramelized Vanilla Honey Coffee,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/starbucks-caramelized-vanilla-honey-coffee,
2026-07-20T22:19:22.905Z,Soda Pop Online,Kickapoo Malibu Pina Colada Soda,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/kickapoo-malibu-pina-colada-soda,
2026-07-20T22:19:25.365Z,Soda Pop Online,Dad's Old Fashioned Cream Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dads-old-fashioned-cream-soda-6-pack,
2026-07-20T22:19:27.945Z,Soda Pop Online,Squamscot Diet Grape Soda 12oz,6-pack,6,,,one-time,,,1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/squamscot-diet-grape-soda-12oz,
2026-07-20T22:19:30.516Z,Soda Pop Online,Boylan Diet Black Cherry 12oz,6-pack,6,,,one-time,,,1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/boylan-diet-black-cherry-12oz,
2026-07-20T22:19:33.138Z,Soda Pop Online,Sidral Mundet Apple Soda 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/sidral-mundet-apple-soda-12oz,
2026-07-20T22:19:35.804Z,Soda Pop Online,Jarritos Grapefruit 12.5oz,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/jarritos-grapefruit-12-5oz,
2026-07-20T22:19:38.362Z,Soda Pop Online,Dr. Brown's Diet Creme Soda,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/dr-browns-diet-creme-soda,
