capture_date,competitor,product_name,product_type,bottle_count,total_price,price_per_bottle,purchase_type,subscription_frequency,prepaid_terms,variant_options,currency,availability,source_url,notes
2026-07-20T22:12:14.729Z,Soda Pop Online,Subscription Avery's Totally Gross Soda,subscription,6,44.99,7.5,subscription and one-time,monthly,6 months; 12 months,6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/soda-of-the-month-subscription/products/subscription-averys-totally-gross-sodas,
2026-07-20T22:12:17.078Z,Soda Pop Online,Subscription Ginger,subscription,6,44.99,7.5,subscription and one-time,monthly,6 months; 12 months,6 Ginger Variety Pack; 12 Ginger Variety Pack; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/soda-of-the-month-subscription/products/subscription-ginger,
2026-07-20T22:12:19.428Z,Soda Pop Online,Subscription Cream Soda,subscription,12,44.99,3.75,subscription and one-time,monthly,6 months; 12 months,6 Cream Sodas; 12 Cream Sodas; 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/soda-of-the-month-subscription/products/subscription-cream-soda-6-pack,
2026-07-20T22:12:21.721Z,Soda Pop Online,Subscription Bizarre Soda Sampler,subscription,12,44.99,3.75,subscription and one-time,monthly,6 months; 12 months,6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/soda-of-the-month-subscription/products/subscription-odd-soda-sampler-6-pack,
2026-07-20T22:12:24.074Z,Soda Pop Online,Subscription Nostalgic Soda,subscription,12,44.99,3.75,subscription and one-time,monthly,6 months; 12 months,6 Nostalgic Soda; 12 Nostalgic Soda; 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/soda-of-the-month-subscription/products/subscription-nostalgic-soda,
2026-07-20T22:12:26.378Z,Soda Pop Online,Subscription Root Beer,subscription,3,44.99,15,subscription and one-time,monthly,6 months; 12 months,6 Root Beer Pack; 12 Root Beer Pack; 6 Root Beer Pack; 12 Root Beer Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Cream Sodas; 12 Cream Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Bizarre & Odd Sodas; 12 Bizarre & Odd Sodas; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 6 Avery's Totally Gross Soda; 12 Avery's Totally Gross Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/soda-of-the-month-subscription/products/subscription-root-beer,
2026-07-20T22:12:28.752Z,Soda Pop Online,Barr Hill Caledonia Raw Honey 16oz 2-Pack Jars,2-pack,2,79.99,39.99,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/barr-hill-caledonia-raw-honey-16oz-2-pack,
2026-07-20T22:12:31.122Z,Soda Pop Online,Baladin Agrumata Italian Citrus Soda 3-Pack Bottles,3-pack,3,17.99,6,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/baladin-agrumata-italian-citrus-soda-3-pack-bottles,
2026-07-20T22:12:33.435Z,Soda Pop Online,Orka Energy Water Mango Peach 3-Pack,3-pack,3,13.99,4.66,one-time,,,Extra Berry Single; Extra Berry 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/orka-energy-water-mango-peach-3-pack,
2026-07-20T22:12:35.753Z,Soda Pop Online,Nee Doh Gumdrop Stress Ball Fidget Toy,24-pack,24,19.99,0.83,one-time,,,24 Count Box Astro Pop; 1 Single Astro Pop,USD,,https://www.sodapoponline.com/collections/all/products/nee-doh-gumdrop-stress-ball-fidget-toy,
2026-07-20T22:12:38.080Z,Soda Pop Online,Tostitos Queso Blanco Dip 2-Pack,2-pack,2,5.99,3,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/tostitos-queso-blanco-dip-2-pack,
2026-07-20T22:12:40.427Z,Soda Pop Online,Chumlee Root Beer 3-Pack Glass Bottles,3-pack,3,10.99,3.66,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/chumlee-root-beer-soda-shop-pop-3-pack,
2026-07-20T22:12:42.693Z,Soda Pop Online,Marilyn Monroe Lemonade Soda 3-Pack Glass Bottles,3-pack,3,6.99,2.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/marilyn-monroe-lemonade-soda-3-pack,
2026-07-20T22:12:45.084Z,Soda Pop Online,Bloom Nutrition Pop Root Beer Prebiotic Soda 3-Pack,3-pack,3,6.99,2.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bloom-nutrition-pop-root-beer-3-pack,
2026-07-20T22:12:47.370Z,Soda Pop Online,Kool-Aid Orange Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/kool-aid-orange-soda-6-pack,
2026-07-20T22:12:49.776Z,Soda Pop Online,Kool-Aid Grape Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/kool-aid-grape-soda-6-pack,
2026-07-20T22:12:52.022Z,Soda Pop Online,Kool-Aid Sharkleberry Fin Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/kool-aid-sharkleberry-fin-soda-6-pack,
2026-07-20T22:12:54.378Z,Soda Pop Online,Kool-Aid Blue Raspberry Lemonade Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/kool-aid-blue-raspberry-lemonade-soda-6-pack,
2026-07-20T22:12:56.667Z,Soda Pop Online,Pig Iron Cola Soda 6-Pack Glass Bottles,6-pack,6,32.99,5.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/pig-iron-cola-soda-6-pack-soda-pop-shop,
2026-07-20T22:12:58.980Z,Soda Pop Online,People's Choice Beef Jerky Crisps Naked,6-pack,6,9.99,1.67,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/peoples-choice-beef-jerky-crisps-naked,
2026-07-20T22:13:01.285Z,Soda Pop Online,BODYARMOR Lyte Peach Mango Electrolyte Sports Drink 3-Pack,3-pack,3,11.99,4,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bodyarmor-lyte-peach-mango-electrolyte-sports-drink-3-pack,
2026-07-20T22:13:03.599Z,Soda Pop Online,Melba's Fixins Peaches & Cream Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/melbas-fixins-peaches-and-cream-soda-12-pack,
2026-07-20T22:13:05.889Z,Soda Pop Online,Melba's Fixins Butterscotch Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/melbas-fixins-butterscotch-soda-12-pack,
2026-07-20T22:13:08.246Z,Soda Pop Online,Quest Chocolate Protein Milkshake 6-Pack,6-pack,6,39.99,6.67,one-time,,,Extra Berry Single; Extra Berry 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/quest-chocolate-protein-milkshake-6-pack,
2026-07-20T22:13:10.610Z,Soda Pop Online,Monster Red White & Blue Razz 12-Pack,12-pack,12,24.99,2.08,one-time,,,Extra Berry Single; Extra Berry 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/monster-red-white-blue-razz-12-pack,
2026-07-20T22:13:12.827Z,Soda Pop Online,AmuseMints President Trump Milk Chocolate Bar 24-Pack,24-pack,24,199.99,8.33,one-time,,,24 Count Box Astro Pop; 1 Single Astro Pop,USD,,https://www.sodapoponline.com/collections/all/products/amusemints-president-trump-milk-chocolate-bar-24-pack,
2026-07-20T22:13:15.085Z,Soda Pop Online,Chick-O-Stick Soda 12-Pack,12-pack,12,49.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/chick-o-stick-soda-12-pack,
2026-07-20T22:13:17.423Z,Soda Pop Online,Dragon Ball Z Spirit Bomb Energy Drink 12-Pack,12-pack,12,34.99,2.92,one-time,,,Extra Berry Single; Extra Berry 12 Pack,USD,,https://www.sodapoponline.com/collections/all/products/dragon-ball-z-spirit-bomb-energy-drink-12-pack,
2026-07-20T22:13:19.699Z,Soda Pop Online,Lester's Fixins Spicy Pickle Soda 12-Pack,12-pack,12,44.99,3.75,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/lesters-fixins-spicy-pickle-soda-12-pack,
2026-07-20T22:13:21.978Z,Soda Pop Online,Death Valley Cream Soda 12-Pack,12-pack,12,36.99,3.08,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/death-valley-cream-soda-12-pack,
2026-07-20T22:13:24.277Z,Soda Pop Online,Old Keg Premium Butterscotch Beer Soda 4-Pack Glass Bottles,4-pack,4,15.99,4,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/old-keg-premium-butterscotch-beer-soda-4-pack,
2026-07-20T22:13:26.623Z,Soda Pop Online,Cheerwine Zero Sugar Soda 6-Pack,6-pack,6,34.99,5.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/cheerwine-zero-sugar-soda-6-pack,
2026-07-20T22:13:28.991Z,Soda Pop Online,Duff A L'Orange Sparkling Beverage 12-Pack,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/duff-a-lorange-sparkling-beverage-12-pack,
2026-07-20T22:13:31.347Z,Soda Pop Online,Sprecher Dr. Sprecher Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/sprecher-dr-sprecher-soda-6-pack,
2026-07-20T22:13:33.758Z,Soda Pop Online,Dad's Old Fashioned Diet Root Beer 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dads-old-fashioned-diet-root-beer-6-pack,
2026-07-20T22:13:36.089Z,Soda Pop Online,Avery's Sour Puss Blueberry Lemon Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-sour-puss-blueberry-lemon-soda-6-pack,
2026-07-20T22:13:38.342Z,Soda Pop Online,Avery's Sour Puss Kiwi Orange Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-sour-puss-kiwi-orange-soda-6-pack,
2026-07-20T22:13:40.725Z,Soda Pop Online,O-Zell Root Beer Float Soda 6-Pack,6-pack,6,27.99,4.67,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/o-zell-root-beer-float-soda-6-pack,
2026-07-20T22:13:42.989Z,Soda Pop Online,Frostie Orange Soda 6-Pack,6-pack,6,10.99,1.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/frostie-orange-soda-6-pack,
2026-07-20T22:13:45.392Z,Soda Pop Online,Frostie Green Apple Soda 6-Pack,6-pack,6,10.99,1.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/frostie-green-apple-soda-6-pack,
2026-07-20T22:13:47.682Z,Soda Pop Online,Frostie Grape Soda 6-Pack,6-pack,6,10.99,1.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/frostie-grape-soda-6-pack,
2026-07-20T22:13:50.080Z,Soda Pop Online,Cobra Kai Bad Ass Cherry Soda 12-Pack,12-pack,12,41.99,3.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/cobra-kai-bad-ass-cherry-soda-12-pack,
2026-07-20T22:13:52.380Z,Soda Pop Online,Cobra Kai Black Belt Lemonade Soda 12-Pack,12-pack,12,41.99,3.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/cobra-kai-black-belt-lemonade-soda-12-pack,
2026-07-20T22:13:54.798Z,Soda Pop Online,Taste The Revolution Sadaam's Sweet Tea Soda 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/taste-the-revolution-sadaams-sweet-tea-soda-6-pack,
2026-07-20T22:13:57.132Z,Soda Pop Online,Jackson Hole Cowboy Cream Soda 12-Pack,12-pack,12,36.99,3.08,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jackson-hole-cowboy-cream-soda-12-pack,
2026-07-20T22:13:59.469Z,Soda Pop Online,Rat Bastard Root Beer Soda 3-Pack Glass Bottles,3-pack,3,10.99,3.66,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/rat-bastard-root-beer-soda-3-pack-glass-bottles,
2026-07-20T22:14:01.857Z,Soda Pop Online,Peanut Shop Peanut Butter Soda 12-Pack,12-pack,12,32.99,2.75,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/peanut-shop-peanut-butter-soda-12-pack,
2026-07-20T22:14:04.164Z,Soda Pop Online,Lester's Fixins Enchilada Soda 12-Pack,12-pack,12,44.99,3.75,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/lesters-fixins-enchilada-soda-12-pack,
2026-07-20T22:14:06.572Z,Soda Pop Online,Unicorn's Magic Honeydew Soda 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/unicorns-magic-honeydew-soda-6-pack-bottles,
2026-07-20T22:14:08.957Z,Soda Pop Online,Babe Ruth Cola Soda 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/babe-ruth-cola-soda-6-pack-bottles,
2026-07-20T22:14:11.249Z,Soda Pop Online,Fireman's Brew Root Beer 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/firemans-brew-root-beer,
2026-07-20T22:14:13.691Z,Soda Pop Online,John Wayne Root Beer 12oz,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/john-wayne-root-beer-soda-pop,
2026-07-20T22:14:16.024Z,Soda Pop Online,1Set Christmas Wine Glass Decor Charms Party New Year Cup Metal Ring Decor Table Decorations Xmas Pendants,12-pack,12,4.99,0.42,one-time,,,Silver; Gold; Silver; Gold,USD,,https://www.sodapoponline.com/collections/all/products/1set-christmas-wine-glass-decor-charms-party-new-year-cup-metal-ring-decor-table-decorations-xmas-pendants,
2026-07-20T22:14:18.436Z,Soda Pop Online,Taste The Revolution Havana Banana Soda 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/taste-the-revolution-havana-banana-soda-6-pack,
2026-07-20T22:14:20.746Z,Soda Pop Online,Death Valley Root Beer Soda 6-Pack Bottles,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/death-valley-root-beer-soda-6-pack-bottles,
2026-07-20T22:14:23.051Z,Soda Pop Online,Labrador Chocolate Soda,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/labrador-chocolate-soda,
2026-07-20T22:14:25.358Z,Soda Pop Online,Dr Browns Root Beer Soda,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dr-browns-root-beer-soda,
2026-07-20T22:14:27.679Z,Soda Pop Online,Dr. Wells Soda 6-Pack Bottles,6-pack,6,29.99,5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dr-wells-soda-6-pack-bottles,
2026-07-20T22:14:30.012Z,Soda Pop Online,Avery's Gamer Goop Grape & Orange Soda 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/averys-gamer-goop-grape-orange-soda-6-pack,
2026-07-20T22:14:32.377Z,Soda Pop Online,Fentimans Ginger Beer Soda 12-Pack,12-pack,12,34.99,2.92,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fentimans-ginger-beer-12-pack,
2026-07-20T22:14:34.706Z,Soda Pop Online,Boots Lucky Ginger Brew,subscription,6,,,subscription,,6 months; 12 months,200ml 4 Pack; 500ml; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/boots-lucky-ginger-brew,
2026-07-20T22:14:37.121Z,Soda Pop Online,Buderim Ginger Brew Cool Yank Style,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/buderim-ginger-brew-cool-yank-style,
2026-07-20T22:14:39.470Z,Soda Pop Online,Reed's Premium Ginger Ale 6-Pack Glass Bottles,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/reeds-premium-ginger-ale-6-pack,
2026-07-20T22:14:41.736Z,Soda Pop Online,Frostie Strawberry Watermelon Soda 6-Pack Bottles,6-pack,6,10.99,1.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/frostie-strawberry-watermelon-soda-6-pack,
2026-07-20T22:14:44.037Z,Soda Pop Online,Lester's Fixins Black Olive Soda 6-Pack Bottles,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/lesters-fixins-black-olive-soda-6-pack-bottles,
2026-07-20T22:14:46.298Z,Soda Pop Online,Lester’s Fixins Mustard Flavored Soda 6pk,6-pack,6,17.99,3,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/lesters-fixins-mustard-flavored-soda-6pk,
2026-07-20T22:14:48.589Z,Soda Pop Online,Rocket Fizz Cotton Candy Soda,6-pack,6,,,one-time,,,1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/rocket-fizz-cotton-candy-soda,
2026-07-20T22:14:50.881Z,Soda Pop Online,Cookie Dough Bites Cookies N Cream Soda 12-Pack,12-pack,12,39.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/cookie-dough-bites-cookies-n-cream-soda-12-pack,
2026-07-20T22:14:53.182Z,Soda Pop Online,Death Valley Green Apple Soda 6-Pack,6-pack,6,22.99,3.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/death-valley-green-apple-soda-6-pack,
2026-07-20T22:14:55.555Z,Soda Pop Online,Kickapoo Joy Juice Soda 12-Pack,12-pack,12,54.99,4.58,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/kickapoo-joy-juice-soda-12-pack,
2026-07-20T22:14:57.823Z,Soda Pop Online,Three Stooges Wise Guy Root Beer 6-Pack,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/three-stooges-wise-guy-root-beer-6-pack,
2026-07-20T22:15:00.107Z,Soda Pop Online,Tommyknocker Almond Creme Soda,12-pack,12,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/tommyknocker-almond-creme-soda,
2026-07-20T22:15:02.427Z,Soda Pop Online,Taste The Revolution Stalinade Soda 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/taste-the-revolution-stalinade-soda-6-pack,
2026-07-20T22:15:04.954Z,Soda Pop Online,Taste The Revolution Nuclear Orange Bomb Soda 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/taste-the-revolution-nuclear-orange-bomb-soda-6-pack,
2026-07-20T22:15:07.236Z,Soda Pop Online,Taste The Revolution Seal Ya Later Soda 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/taste-the-revolution-seal-ya-later-soda-6-pack,
2026-07-20T22:15:09.556Z,Soda Pop Online,Rocky Mountain Soda Pike's Prickly Pear 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/rocky-mountain-soda-pikes-prickly-pear-6-pack-bottles,
2026-07-20T22:15:11.902Z,Soda Pop Online,Mother Road Route 66 Root Beer,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/mother-road-route-66-root-beer,
2026-07-20T22:15:14.191Z,Soda Pop Online,Mother Road Route 66 Lime Soda,6-pack,6,2.49,0.42,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/mother-road-route-66-lime-soda,
2026-07-20T22:15:16.480Z,Soda Pop Online,Lester's Fixins Coffee Soda 12-Pack,12-pack,12,44.99,3.75,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/lesters-fixins-coffee-soda-12-pack,
2026-07-20T22:15:18.817Z,Soda Pop Online,Dog n Suds Root Beer 6-Pack,6-pack,6,24.99,4.17,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dog-n-suds-root-beer-6-pack,
2026-07-20T22:15:21.211Z,Soda Pop Online,Bruce Cost Blood Orange Ginger Ale 6-Pack,6-pack,6,28.99,4.83,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bruce-cost-blood-orange-ginger-ale-6-pack,
2026-07-20T22:15:23.552Z,Soda Pop Online,Dr. Brown's Ginger Ale,12-pack,12,,,one-time,,,1 x 355ml Bottle; 4-Pack Bottles,USD,,https://www.sodapoponline.com/collections/all/products/dr-browns-ginger-ale,
2026-07-20T22:15:25.943Z,Soda Pop Online,Fairy Princess Shirley Temple Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/fairy-princess-shirley-temple-soda-12-pack,
2026-07-20T22:15:28.203Z,Soda Pop Online,Rocket Fizz Cherry Cola,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/rocket-fizz-cherry-cola,
2026-07-20T22:15:30.507Z,Soda Pop Online,Dirt Soda 6-Pack Bottles,6-pack,6,14.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/dirt-soda-6-pack,
2026-07-20T22:15:32.891Z,Soda Pop Online,Bazooka Bubble Gum Soda 6-Pack Bottles,6-pack,6,15.99,2.67,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/bazooka-bubble-gum-soda,
2026-07-20T22:15:35.219Z,Soda Pop Online,Nesbitt's Strawberry Soda 12oz,subscription,6,,,subscription,,6 months; 12 months,1 x 355ml Bottle; 4-Pack Bottles; 6 Ginger Variety Pack; 12 Ginger Variety Pack; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel),USD,,https://www.sodapoponline.com/collections/all/products/nesbitts-strawberry-soda,
2026-07-20T22:15:37.612Z,Soda Pop Online,Jones Soda Pineapple Cream Soda,6-pack,6,,,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/jones-soda-pineapple-cream-soda,
2026-07-20T22:15:39.956Z,Soda Pop Online,Insurify,subscription,6,0.99,0.17,subscription,,6 months; 12 months,1.00-50.00; 50.01-100.00; 100.01-200.00; 200.01-400.00; 400.01-500.00; 500.01-600.00; 600.01-700.00; 700.01-800.00; 800.01-900.00; 900.01-1000.00; 10.01-50.00; 1.00-50.00; 50.01-100.00; 100.01-200.00; 200.01-400.00; 400.01-500.00; 500.01-600.00; 600.01-700.00; 700.01-800.00; 800.01-900.00; 900.01-1000.00; 10.01-50.00; 6 Nostalgic Soda; 12 Nostalgic Soda; Month for 6 month(s); Month for 12 month(s); Month (Until You Cancel); 24 Count Box Astro Pop; 1 Single Astro Pop,USD,,https://www.sodapoponline.com/collections/all/products/insurify,
2026-07-20T22:15:42.345Z,Soda Pop Online,Melba's Fixins Coffee Cake Soda 12-Pack,12-pack,12,29.99,2.5,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/melbas-fixins-coffee-cake-soda-12-pack,
2026-07-20T22:15:44.746Z,Soda Pop Online,Taste The Revolution Doomsday Soda 6-Pack Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/taste-the-revolution-doomsday-soda-6-pack,
2026-07-20T22:15:47.149Z,Soda Pop Online,Monkees Banana Nut Soda 6-Pack Glass Bottles,6-pack,6,19.99,3.33,one-time,,,,USD,,https://www.sodapoponline.com/collections/all/products/monkees-banana-nut-soda-6-pack,
